id,user_id,report_date,training_summary,training_reflection,condition_note,other_note,created_at,updated_at,deleted_at
1134,22,2025-10-13,自己分析ワークショップ,他の利用者と協力して取り組めた。,,,2025-10-13 16:43:00,2025-10-13 16:17:00,
1135,23,2025-10-13,ビジネスマナー研修に参加,復習が必要だと感じた。,午後は眠気があったが、最後まで頑張った。,,2025-10-13 16:00:00,2025-10-13 16:30:00,
1136,24,2025-10-13,自己分析ワークショップ,今日学んだことを明日も継続したい。,体調は良好。,,2025-10-13 16:07:00,2025-10-13 16:07:00,
1137,25,2025-10-13,コミュニケーションスキル訓練,今日学んだことを明日も継続したい。,午後は眠気があったが、最後まで頑張った。,,2025-10-13 16:35:00,2025-10-13 16:09:00,
1138,1,2025-10-14,履歴書・職務経歴書の作成,今日学んだことを明日も継続したい。,,特になし,2025-10-14 16:00:00,2025-10-14 16:34:00,
1139,2,2025-10-14,企業研究と面接準備,復習が必要だと感じた。,特に問題なし。,,2025-10-14 16:33:00,2025-10-14 16:12:00,
1140,3,2025-10-14,コミュニケーションスキル訓練,明日も頑張りたい。,良好な状態で訓練できた。,,2025-10-14 16:02:00,2025-10-14 16:00:00,
1141,4,2025-10-14,企業研究と面接準備,難しい部分もあったが、繰り返し練習して少しずつ理解できるようになった。,体調良好。集中できた。,,2025-10-14 16:35:00,2025-10-14 16:17:00,
1142,5,2025-10-14,データ入力実務訓練,明日も頑張りたい。,少し疲れたが、問題なく取り組めた。,,2025-10-14 16:56:00,2025-10-14 16:50:00,
1143,6,2025-10-14,ビジネスマナー研修に参加,難しい部分もあったが、繰り返し練習して少しずつ理解できるようになった。,体調は良好。,,2025-10-14 16:01:00,2025-10-14 16:52:00,
1144,7,2025-10-14,コミュニケーションスキル訓練,講師の説明が分かりやすく、理解しやすかった。,特に問題なし。,,2025-10-14 17:00:00,2025-10-14 16:28:00,
1145,8,2025-10-14,履歴書・職務経歴書の作成,今日学んだことを明日も継続したい。,,,2025-10-14 16:59:00,2025-10-14 16:52:00,
1146,9,2025-10-14,プログラミング基礎（Python）を学習,他の利用者と協力して取り組めた。,若干の頭痛があったが、訓練には影響なし。,特になし,2025-10-14 16:44:00,2025-10-14 16:59:00,
1147,10,2025-10-14,コミュニケーションスキル訓練,復習が必要だと感じた。,,,2025-10-14 16:38:00,2025-10-14 16:48:00,
1148,11,2025-10-14,データ入力実務訓練,達成感がある一日だった。,体調は良好。,特になし,2025-10-14 16:59:00,2025-10-14 16:34:00,
1149,12,2025-10-14,プログラミング基礎（Python）を学習,難しい部分もあったが、繰り返し練習して少しずつ理解できるようになった。,体調良好。集中できた。,,2025-10-14 16:06:00,2025-10-14 16:39:00,
1150,13,2025-10-14,企業研究と面接準備,もう少し時間をかけて学びたかった。,体調は良好。,,2025-10-14 16:39:00,2025-10-14 16:21:00,
1151,15,2025-10-14,履歴書・職務経歴書の作成,達成感がある一日だった。,少し疲れたが、問題なく取り組めた。,,2025-10-14 16:16:00,2025-10-14 16:18:00,
1152,16,2025-10-14,データ入力実務訓練,達成感がある一日だった。,朝は少し調子が悪かったが、午後から回復した。,,2025-10-14 16:18:00,2025-10-14 16:46:00,
1153,18,2025-10-14,履歴書・職務経歴書の作成,達成感がある一日だった。,体調良好。集中できた。,特になし,2025-10-14 16:41:00,2025-10-14 16:32:00,
1154,19,2025-10-14,Webサイト制作演習,明日も頑張りたい。,体調は良好。,特になし,2025-10-14 16:14:00,2025-10-14 16:48:00,
1155,20,2025-10-14,コミュニケーションスキル訓練,復習が必要だと感じた。,,,2025-10-14 16:01:00,2025-10-14 16:43:00,
1156,21,2025-10-14,Excel・Wordの実践演習,復習が必要だと感じた。,,,2025-10-14 16:07:00,2025-10-14 16:42:00,
1157,22,2025-10-14,履歴書・職務経歴書の作成,難しい部分もあったが、繰り返し練習して少しずつ理解できるようになった。,体調は良好。,,2025-10-14 16:39:00,2025-10-14 16:46:00,
1158,23,2025-10-14,データ入力実務訓練,実践的な内容で、就職後に役立ちそう。,体調は良好。,,2025-10-14 16:25:00,2025-10-14 16:38:00,
1159,24,2025-10-14,業務効率化ツールの学習,集中して取り組むことができた。理解が深まった。,特に問題なし。,,2025-10-14 16:35:00,2025-10-14 16:20:00,
1160,25,2025-10-14,コミュニケーションスキル訓練,復習が必要だと感じた。,特に問題なし。,,2025-10-14 16:19:00,2025-10-14 16:44:00,
1161,1,2025-10-15,プログラミング基礎（Python）を学習,達成感がある一日だった。,若干の頭痛があったが、訓練には影響なし。,特になし,2025-10-15 16:57:00,2025-10-15 16:47:00,
1162,3,2025-10-15,プログラミング基礎（Python）を学習,他の利用者と協力して取り組めた。,良好な状態で訓練できた。,,2025-10-15 16:36:00,2025-10-15 16:40:00,
1163,4,2025-10-15,プログラミング基礎（Python）を学習,実践的な内容で、就職後に役立ちそう。,特に問題なし。,,2025-10-15 16:33:00,2025-10-15 16:38:00,
1164,5,2025-10-15,Webサイト制作演習,他の利用者と協力して取り組めた。,体調良好。集中できた。,,2025-10-15 16:46:00,2025-10-15 16:03:00,
1165,6,2025-10-15,自己分析ワークショップ,もう少し時間をかけて学びたかった。,朝は少し調子が悪かったが、午後から回復した。,,2025-10-15 16:14:00,2025-10-15 16:28:00,
1166,7,2025-10-15,企業研究と面接準備,もう少し時間をかけて学びたかった。,,,2025-10-15 16:05:00,2025-10-15 16:25:00,
1167,8,2025-10-15,コミュニケーションスキル訓練,今日学んだことを明日も継続したい。,,,2025-10-15 16:59:00,2025-10-15 16:14:00,
1168,9,2025-10-15,自己分析ワークショップ,達成感がある一日だった。,少し疲れたが、問題なく取り組めた。,,2025-10-15 16:57:00,2025-10-15 16:35:00,
1169,10,2025-10-15,プログラミング基礎（Python）を学習,今日学んだことを明日も継続したい。,特に問題なし。,,2025-10-15 16:01:00,2025-10-15 16:32:00,
1170,11,2025-10-15,企業研究と面接準備,講師の説明が分かりやすく、理解しやすかった。,,,2025-10-15 16:39:00,2025-10-15 16:39:00,
1171,12,2025-10-15,履歴書・職務経歴書の作成,明日も頑張りたい。,朝は少し調子が悪かったが、午後から回復した。,,2025-10-15 16:19:00,2025-10-15 16:29:00,
1172,13,2025-10-15,データ入力実務訓練,今日学んだことを明日も継続したい。,特に問題なし。,,2025-10-15 16:51:00,2025-10-15 16:00:00,
1173,14,2025-10-15,Webサイト制作演習,実践的な内容で、就職後に役立ちそう。,午後は眠気があったが、最後まで頑張った。,,2025-10-15 16:09:00,2025-10-15 16:57:00,
1174,15,2025-10-15,企業研究と面接準備,今日学んだことを明日も継続したい。,体調は良好。,,2025-10-15 16:00:00,2025-10-15 16:49:00,
1175,16,2025-10-15,プログラミング基礎（Python）を学習,実践的な内容で、就職後に役立ちそう。,少し疲れたが、問題なく取り組めた。,,2025-10-15 16:08:00,2025-10-15 16:19:00,
1176,17,2025-10-15,ビジネスマナー研修に参加,もう少し時間をかけて学びたかった。,特に問題なし。,,2025-10-15 16:55:00,2025-10-15 16:25:00,
1177,18,2025-10-15,業務効率化ツールの学習,難しい部分もあったが、繰り返し練習して少しずつ理解できるようになった。,特に問題なし。,,2025-10-15 16:20:00,2025-10-15 16:29:00,
1178,19,2025-10-15,企業研究と面接準備,明日も頑張りたい。,体調良好。集中できた。,,2025-10-15 16:53:00,2025-10-15 16:31:00,
1179,20,2025-10-15,業務効率化ツールの学習,他の利用者と協力して取り組めた。,体調良好。集中できた。,特になし,2025-10-15 16:10:00,2025-10-15 16:23:00,
1180,21,2025-10-15,データ入力実務訓練,集中して取り組むことができた。理解が深まった。,体調は良好。,,2025-10-15 16:13:00,2025-10-15 16:14:00,
1181,22,2025-10-15,履歴書・職務経歴書の作成,明日も頑張りたい。,特に問題なし。,,2025-10-15 16:18:00,2025-10-15 16:22:00,
1182,23,2025-10-15,履歴書・職務経歴書の作成,講師の説明が分かりやすく、理解しやすかった。,少し疲れたが、問題なく取り組めた。,,2025-10-15 16:34:00,2025-10-15 16:58:00,
1183,24,2025-10-15,履歴書・職務経歴書の作成,達成感がある一日だった。,朝は少し調子が悪かったが、午後から回復した。,,2025-10-15 16:17:00,2025-10-15 16:01:00,
1184,25,2025-10-15,履歴書・職務経歴書の作成,明日も頑張りたい。,朝は少し調子が悪かったが、午後から回復した。,,2025-10-15 16:57:00,2025-10-15 16:56:00,
1185,1,2025-10-16,業務効率化ツールの学習,明日も頑張りたい。,少し疲れたが、問題なく取り組めた。,,2025-10-16 16:06:00,2025-10-16 16:31:00,
1186,2,2025-10-16,企業研究と面接準備,今日学んだことを明日も継続したい。,良好な状態で訓練できた。,特になし,2025-10-16 16:08:00,2025-10-16 16:01:00,
1187,3,2025-10-16,企業研究と面接準備,難しい部分もあったが、繰り返し練習して少しずつ理解できるようになった。,朝は少し調子が悪かったが、午後から回復した。,,2025-10-16 16:59:00,2025-10-16 16:49:00,
1188,4,2025-10-16,履歴書・職務経歴書の作成,難しい部分もあったが、繰り返し練習して少しずつ理解できるようになった。,特に問題なし。,,2025-10-16 16:37:00,2025-10-16 16:11:00,
1189,5,2025-10-16,自己分析ワークショップ,他の利用者と協力して取り組めた。,良好な状態で訓練できた。,,2025-10-16 16:54:00,2025-10-16 16:53:00,
1190,6,2025-10-16,プログラミング基礎（Python）を学習,他の利用者と協力して取り組めた。,体調は良好。,,2025-10-16 16:52:00,2025-10-16 16:22:00,
1191,7,2025-10-16,プログラミング基礎（Python）を学習,講師の説明が分かりやすく、理解しやすかった。,少し疲れたが、問題なく取り組めた。,,2025-10-16 16:37:00,2025-10-16 16:10:00,
1192,9,2025-10-16,Webサイト制作演習,集中して取り組むことができた。理解が深まった。,若干の頭痛があったが、訓練には影響なし。,,2025-10-16 17:00:00,2025-10-16 16:52:00,
1193,10,2025-10-16,コミュニケーションスキル訓練,集中して取り組むことができた。理解が深まった。,午後は眠気があったが、最後まで頑張った。,特になし,2025-10-16 16:26:00,2025-10-16 16:06:00,
1194,11,2025-10-16,業務効率化ツールの学習,集中して取り組むことができた。理解が深まった。,少し疲れたが、問題なく取り組めた。,,2025-10-16 16:41:00,2025-10-16 16:15:00,
1195,12,2025-10-16,Excel・Wordの実践演習,もう少し時間をかけて学びたかった。,良好な状態で訓練できた。,,2025-10-16 16:38:00,2025-10-16 16:31:00,
1196,13,2025-10-16,ビジネスマナー研修に参加,明日も頑張りたい。,体調良好。集中できた。,特になし,2025-10-16 16:41:00,2025-10-16 16:01:00,
1197,14,2025-10-16,履歴書・職務経歴書の作成,明日も頑張りたい。,特に問題なし。,,2025-10-16 16:24:00,2025-10-16 16:09:00,
1198,15,2025-10-16,履歴書・職務経歴書の作成,もう少し時間をかけて学びたかった。,朝は少し調子が悪かったが、午後から回復した。,,2025-10-16 16:43:00,2025-10-16 16:17:00,
1199,16,2025-10-16,データ入力実務訓練,難しい部分もあったが、繰り返し練習して少しずつ理解できるようになった。,,,2025-10-16 16:22:00,2025-10-16 16:38:00,
1200,17,2025-10-16,企業研究と面接準備,集中して取り組むことができた。理解が深まった。,,,2025-10-16 16:39:00,2025-10-16 16:51:00,
1201,18,2025-10-16,履歴書・職務経歴書の作成,講師の説明が分かりやすく、理解しやすかった。,体調良好。集中できた。,,2025-10-16 16:49:00,2025-10-16 16:22:00,
1202,19,2025-10-16,Excel・Wordの実践演習,今日学んだことを明日も継続したい。,体調は良好。,特になし,2025-10-16 16:24:00,2025-10-16 16:41:00,
1203,20,2025-10-16,データ入力実務訓練,復習が必要だと感じた。,,,2025-10-16 16:18:00,2025-10-16 16:21:00,
1204,21,2025-10-16,自己分析ワークショップ,実践的な内容で、就職後に役立ちそう。,,,2025-10-16 16:53:00,2025-10-16 16:15:00,
1205,22,2025-10-16,データ入力実務訓練,集中して取り組むことができた。理解が深まった。,少し疲れたが、問題なく取り組めた。,,2025-10-16 17:00:00,2025-10-16 16:48:00,
1206,24,2025-10-16,コミュニケーションスキル訓練,講師の説明が分かりやすく、理解しやすかった。,良好な状態で訓練できた。,,2025-10-16 16:06:00,2025-10-16 16:58:00,
1207,25,2025-10-16,ビジネスマナー研修に参加,復習が必要だと感じた。,,,2025-10-16 16:26:00,2025-10-16 16:45:00,
1208,1,2025-10-17,自己分析ワークショップ,もう少し時間をかけて学びたかった。,体調良好。集中できた。,,2025-10-17 16:42:00,2025-10-17 16:30:00,
1209,2,2025-10-17,自己分析ワークショップ,難しい部分もあったが、繰り返し練習して少しずつ理解できるようになった。,午後は眠気があったが、最後まで頑張った。,特になし,2025-10-17 16:36:00,2025-10-17 16:10:00,
1210,4,2025-10-17,Webサイト制作演習,難しい部分もあったが、繰り返し練習して少しずつ理解できるようになった。,特に問題なし。,,2025-10-17 16:03:00,2025-10-17 16:26:00,
1211,5,2025-10-17,ビジネスマナー研修に参加,明日も頑張りたい。,体調良好。集中できた。,特になし,2025-10-17 16:15:00,2025-10-17 16:04:00,
1212,6,2025-10-17,ビジネスマナー研修に参加,他の利用者と協力して取り組めた。,,,2025-10-17 16:43:00,2025-10-17 16:59:00,
1213,7,2025-10-17,データ入力実務訓練,集中して取り組むことができた。理解が深まった。,朝は少し調子が悪かったが、午後から回復した。,,2025-10-17 16:30:00,2025-10-17 16:40:00,
1214,11,2025-10-17,自己分析ワークショップ,講師の説明が分かりやすく、理解しやすかった。,特に問題なし。,,2025-10-17 16:09:00,2025-10-17 16:12:00,
1215,12,2025-10-17,データ入力実務訓練,難しい部分もあったが、繰り返し練習して少しずつ理解できるようになった。,,,2025-10-17 16:09:00,2025-10-17 16:04:00,
1216,13,2025-10-17,履歴書・職務経歴書の作成,他の利用者と協力して取り組めた。,,,2025-10-17 16:41:00,2025-10-17 16:32:00,
1217,14,2025-10-17,コミュニケーションスキル訓練,他の利用者と協力して取り組めた。,体調は良好。,,2025-10-17 16:05:00,2025-10-17 16:05:00,
1218,15,2025-10-17,企業研究と面接準備,今日学んだことを明日も継続したい。,良好な状態で訓練できた。,,2025-10-17 16:01:00,2025-10-17 16:02:00,
1219,16,2025-10-17,プログラミング基礎（Python）を学習,講師の説明が分かりやすく、理解しやすかった。,,,2025-10-17 16:49:00,2025-10-17 16:58:00,
1220,17,2025-10-17,Excel・Wordの実践演習,明日も頑張りたい。,,,2025-10-17 16:44:00,2025-10-17 16:09:00,
1221,18,2025-10-17,Excel・Wordの実践演習,難しい部分もあったが、繰り返し練習して少しずつ理解できるようになった。,体調は良好。,特になし,2025-10-17 16:27:00,2025-10-17 16:22:00,
1222,19,2025-10-17,業務効率化ツールの学習,達成感がある一日だった。,朝は少し調子が悪かったが、午後から回復した。,,2025-10-17 16:13:00,2025-10-17 16:08:00,
1223,21,2025-10-17,データ入力実務訓練,達成感がある一日だった。,若干の頭痛があったが、訓練には影響なし。,特になし,2025-10-17 16:42:00,2025-10-17 16:35:00,
1224,22,2025-10-17,Excel・Wordの実践演習,復習が必要だと感じた。,朝は少し調子が悪かったが、午後から回復した。,,2025-10-17 16:04:00,2025-10-17 16:56:00,
1225,23,2025-10-17,コミュニケーションスキル訓練,講師の説明が分かりやすく、理解しやすかった。,,特になし,2025-10-17 16:06:00,2025-10-17 16:06:00,
1226,24,2025-10-17,企業研究と面接準備,集中して取り組むことができた。理解が深まった。,朝は少し調子が悪かったが、午後から回復した。,,2025-10-17 16:10:00,2025-10-17 16:44:00,
1227,25,2025-10-17,自己分析ワークショップ,他の利用者と協力して取り組めた。,若干の頭痛があったが、訓練には影響なし。,特になし,2025-10-17 16:28:00,2025-10-17 16:55:00,
1228,1,2025-10-20,Excel・Wordの実践演習,もう少し時間をかけて学びたかった。,少し疲れたが、問題なく取り組めた。,,2025-10-20 16:31:00,2025-10-20 16:11:00,
1229,2,2025-10-20,企業研究と面接準備,もう少し時間をかけて学びたかった。,特に問題なし。,,2025-10-20 16:51:00,2025-10-20 16:58:00,
1230,3,2025-10-20,Excel・Wordの実践演習,復習が必要だと感じた。,特に問題なし。,,2025-10-20 16:20:00,2025-10-20 16:59:00,
1231,4,2025-10-20,自己分析ワークショップ,明日も頑張りたい。,,,2025-10-20 16:16:00,2025-10-20 16:33:00,
1232,5,2025-10-20,データ入力実務訓練,達成感がある一日だった。,若干の頭痛があったが、訓練には影響なし。,,2025-10-20 16:10:00,2025-10-20 16:10:00,
1233,6,2025-10-20,企業研究と面接準備,明日も頑張りたい。,若干の頭痛があったが、訓練には影響なし。,,2025-10-20 16:53:00,2025-10-20 16:07:00,
1234,7,2025-10-20,プログラミング基礎（Python）を学習,実践的な内容で、就職後に役立ちそう。,朝は少し調子が悪かったが、午後から回復した。,,2025-10-20 16:20:00,2025-10-20 16:00:00,
1235,8,2025-10-20,自己分析ワークショップ,明日も頑張りたい。,午後は眠気があったが、最後まで頑張った。,,2025-10-20 16:26:00,2025-10-20 16:20:00,
1236,9,2025-10-20,自己分析ワークショップ,達成感がある一日だった。,特に問題なし。,,2025-10-20 16:09:00,2025-10-20 16:52:00,
1237,10,2025-10-20,プログラミング基礎（Python）を学習,他の利用者と協力して取り組めた。,午後は眠気があったが、最後まで頑張った。,,2025-10-20 16:56:00,2025-10-20 16:26:00,
1238,11,2025-10-20,データ入力実務訓練,今日学んだことを明日も継続したい。,良好な状態で訓練できた。,,2025-10-20 16:47:00,2025-10-20 16:20:00,
1239,12,2025-10-20,プログラミング基礎（Python）を学習,明日も頑張りたい。,,,2025-10-20 16:13:00,2025-10-20 16:16:00,
1240,14,2025-10-20,企業研究と面接準備,今日学んだことを明日も継続したい。,少し疲れたが、問題なく取り組めた。,特になし,2025-10-20 16:07:00,2025-10-20 16:19:00,
1241,15,2025-10-20,自己分析ワークショップ,もう少し時間をかけて学びたかった。,体調良好。集中できた。,特になし,2025-10-20 16:50:00,2025-10-20 16:12:00,
1242,16,2025-10-20,企業研究と面接準備,復習が必要だと感じた。,,,2025-10-20 16:54:00,2025-10-20 16:44:00,
1243,17,2025-10-20,プログラミング基礎（Python）を学習,実践的な内容で、就職後に役立ちそう。,特に問題なし。,,2025-10-20 16:46:00,2025-10-20 16:36:00,
1244,18,2025-10-20,データ入力実務訓練,今日学んだことを明日も継続したい。,特に問題なし。,特になし,2025-10-20 16:33:00,2025-10-20 16:18:00,
1245,19,2025-10-20,プログラミング基礎（Python）を学習,復習が必要だと感じた。,体調良好。集中できた。,,2025-10-20 16:41:00,2025-10-20 16:39:00,
1246,21,2025-10-20,Webサイト制作演習,今日学んだことを明日も継続したい。,少し疲れたが、問題なく取り組めた。,,2025-10-20 16:35:00,2025-10-20 16:43:00,
1247,22,2025-10-20,履歴書・職務経歴書の作成,講師の説明が分かりやすく、理解しやすかった。,体調は良好。,,2025-10-20 16:46:00,2025-10-20 16:56:00,
1248,24,2025-10-20,履歴書・職務経歴書の作成,集中して取り組むことができた。理解が深まった。,良好な状態で訓練できた。,,2025-10-20 16:17:00,2025-10-20 16:20:00,
1249,25,2025-10-20,ビジネスマナー研修に参加,他の利用者と協力して取り組めた。,,,2025-10-20 16:46:00,2025-10-20 16:28:00,
1250,1,2025-10-21,プログラミング基礎（Python）を学習,他の利用者と協力して取り組めた。,体調は良好。,,2025-10-21 16:14:00,2025-10-21 16:42:00,
1251,2,2025-10-21,履歴書・職務経歴書の作成,達成感がある一日だった。,朝は少し調子が悪かったが、午後から回復した。,,2025-10-21 16:07:00,2025-10-21 16:04:00,
1252,3,2025-10-21,履歴書・職務経歴書の作成,今日学んだことを明日も継続したい。,体調良好。集中できた。,,2025-10-21 16:53:00,2025-10-21 16:03:00,
1253,4,2025-10-21,Webサイト制作演習,実践的な内容で、就職後に役立ちそう。,,,2025-10-21 16:08:00,2025-10-21 16:24:00,
1254,5,2025-10-21,企業研究と面接準備,達成感がある一日だった。,体調は良好。,,2025-10-21 16:48:00,2025-10-21 16:13:00,
1255,6,2025-10-21,自己分析ワークショップ,復習が必要だと感じた。,良好な状態で訓練できた。,,2025-10-21 17:00:00,2025-10-21 16:50:00,
1256,7,2025-10-21,Webサイト制作演習,今日学んだことを明日も継続したい。,,,2025-10-21 16:31:00,2025-10-21 16:46:00,
1257,8,2025-10-21,ビジネスマナー研修に参加,講師の説明が分かりやすく、理解しやすかった。,朝は少し調子が悪かったが、午後から回復した。,特になし,2025-10-21 16:21:00,2025-10-21 16:40:00,
1258,9,2025-10-21,企業研究と面接準備,明日も頑張りたい。,若干の頭痛があったが、訓練には影響なし。,,2025-10-21 16:56:00,2025-10-21 16:58:00,
1259,10,2025-10-21,業務効率化ツールの学習,今日学んだことを明日も継続したい。,体調良好。集中できた。,,2025-10-21 16:23:00,2025-10-21 16:58:00,
1260,11,2025-10-21,自己分析ワークショップ,実践的な内容で、就職後に役立ちそう。,良好な状態で訓練できた。,,2025-10-21 16:03:00,2025-10-21 16:07:00,
1261,13,2025-10-21,Excel・Wordの実践演習,今日学んだことを明日も継続したい。,若干の頭痛があったが、訓練には影響なし。,,2025-10-21 16:48:00,2025-10-21 16:55:00,
1262,14,2025-10-21,ビジネスマナー研修に参加,明日も頑張りたい。,体調は良好。,,2025-10-21 16:52:00,2025-10-21 16:41:00,
1263,15,2025-10-21,プログラミング基礎（Python）を学習,難しい部分もあったが、繰り返し練習して少しずつ理解できるようになった。,少し疲れたが、問題なく取り組めた。,,2025-10-21 16:18:00,2025-10-21 16:25:00,
1264,16,2025-10-21,ビジネスマナー研修に参加,復習が必要だと感じた。,特に問題なし。,,2025-10-21 16:33:00,2025-10-21 16:45:00,
1265,17,2025-10-21,プログラミング基礎（Python）を学習,達成感がある一日だった。,体調良好。集中できた。,,2025-10-21 16:33:00,2025-10-21 16:46:00,
1266,18,2025-10-21,Webサイト制作演習,明日も頑張りたい。,体調良好。集中できた。,,2025-10-21 16:40:00,2025-10-21 16:04:00,
1267,19,2025-10-21,プログラミング基礎（Python）を学習,実践的な内容で、就職後に役立ちそう。,体調良好。集中できた。,,2025-10-21 16:04:00,2025-10-21 16:22:00,
1268,21,2025-10-21,自己分析ワークショップ,他の利用者と協力して取り組めた。,,,2025-10-21 16:43:00,2025-10-21 16:13:00,
1269,23,2025-10-21,コミュニケーションスキル訓練,講師の説明が分かりやすく、理解しやすかった。,,,2025-10-21 16:06:00,2025-10-21 16:17:00,
1270,24,2025-10-21,Webサイト制作演習,講師の説明が分かりやすく、理解しやすかった。,,,2025-10-21 16:20:00,2025-10-21 16:22:00,
1271,25,2025-10-21,Webサイト制作演習,集中して取り組むことができた。理解が深まった。,体調は良好。,特になし,2025-10-21 16:40:00,2025-10-21 16:00:00,
1272,1,2025-10-22,ビジネスマナー研修に参加,他の利用者と協力して取り組めた。,,,2025-10-22 16:24:00,2025-10-22 16:18:00,
1273,2,2025-10-22,データ入力実務訓練,難しい部分もあったが、繰り返し練習して少しずつ理解できるようになった。,,,2025-10-22 16:28:00,2025-10-22 16:35:00,
1274,3,2025-10-22,企業研究と面接準備,集中して取り組むことができた。理解が深まった。,少し疲れたが、問題なく取り組めた。,,2025-10-22 16:38:00,2025-10-22 16:02:00,
1275,4,2025-10-22,履歴書・職務経歴書の作成,復習が必要だと感じた。,少し疲れたが、問題なく取り組めた。,,2025-10-22 16:38:00,2025-10-22 16:33:00,
1276,5,2025-10-22,Webサイト制作演習,講師の説明が分かりやすく、理解しやすかった。,,,2025-10-22 16:27:00,2025-10-22 16:05:00,
1277,6,2025-10-22,ビジネスマナー研修に参加,もう少し時間をかけて学びたかった。,,,2025-10-22 16:27:00,2025-10-22 16:51:00,
1278,7,2025-10-22,Webサイト制作演習,他の利用者と協力して取り組めた。,少し疲れたが、問題なく取り組めた。,特になし,2025-10-22 16:36:00,2025-10-22 16:30:00,
1279,9,2025-10-22,自己分析ワークショップ,復習が必要だと感じた。,特に問題なし。,,2025-10-22 16:45:00,2025-10-22 16:33:00,
1280,10,2025-10-22,Excel・Wordの実践演習,講師の説明が分かりやすく、理解しやすかった。,午後は眠気があったが、最後まで頑張った。,,2025-10-22 16:30:00,2025-10-22 16:55:00,
1281,11,2025-10-22,プログラミング基礎（Python）を学習,もう少し時間をかけて学びたかった。,体調良好。集中できた。,,2025-10-22 16:34:00,2025-10-22 16:13:00,
1282,12,2025-10-22,コミュニケーションスキル訓練,講師の説明が分かりやすく、理解しやすかった。,若干の頭痛があったが、訓練には影響なし。,,2025-10-22 16:34:00,2025-10-22 16:04:00,
1283,13,2025-10-22,業務効率化ツールの学習,もう少し時間をかけて学びたかった。,朝は少し調子が悪かったが、午後から回復した。,,2025-10-22 16:45:00,2025-10-22 16:09:00,
1284,14,2025-10-22,Webサイト制作演習,もう少し時間をかけて学びたかった。,体調は良好。,,2025-10-22 16:15:00,2025-10-22 16:15:00,
1285,15,2025-10-22,業務効率化ツールの学習,明日も頑張りたい。,,特になし,2025-10-22 16:10:00,2025-10-22 16:24:00,
1286,17,2025-10-22,自己分析ワークショップ,今日学んだことを明日も継続したい。,少し疲れたが、問題なく取り組めた。,,2025-10-22 16:49:00,2025-10-22 16:44:00,
1287,18,2025-10-22,データ入力実務訓練,もう少し時間をかけて学びたかった。,,特になし,2025-10-22 16:43:00,2025-10-22 16:21:00,
1288,20,2025-10-22,Webサイト制作演習,実践的な内容で、就職後に役立ちそう。,朝は少し調子が悪かったが、午後から回復した。,,2025-10-22 16:31:00,2025-10-22 16:38:00,
1289,22,2025-10-22,Excel・Wordの実践演習,集中して取り組むことができた。理解が深まった。,体調は良好。,特になし,2025-10-22 16:50:00,2025-10-22 16:32:00,
1290,23,2025-10-22,コミュニケーションスキル訓練,講師の説明が分かりやすく、理解しやすかった。,午後は眠気があったが、最後まで頑張った。,,2025-10-22 16:29:00,2025-10-22 16:11:00,
1291,24,2025-10-22,データ入力実務訓練,他の利用者と協力して取り組めた。,朝は少し調子が悪かったが、午後から回復した。,,2025-10-22 16:51:00,2025-10-22 16:41:00,
1292,25,2025-10-22,Excel・Wordの実践演習,実践的な内容で、就職後に役立ちそう。,特に問題なし。,特になし,2025-10-22 16:23:00,2025-10-22 16:51:00,
1293,1,2025-10-23,プログラミング基礎（Python）を学習,今日学んだことを明日も継続したい。,特に問題なし。,特になし,2025-10-23 16:33:00,2025-10-23 16:23:00,
1294,2,2025-10-23,企業研究と面接準備,他の利用者と協力して取り組めた。,少し疲れたが、問題なく取り組めた。,,2025-10-23 16:00:00,2025-10-23 16:51:00,
1295,3,2025-10-23,Webサイト制作演習,復習が必要だと感じた。,体調は良好。,,2025-10-23 16:00:00,2025-10-23 16:34:00,
1296,4,2025-10-23,業務効率化ツールの学習,復習が必要だと感じた。,午後は眠気があったが、最後まで頑張った。,,2025-10-23 16:53:00,2025-10-23 16:00:00,
1297,5,2025-10-23,データ入力実務訓練,講師の説明が分かりやすく、理解しやすかった。,,,2025-10-23 16:54:00,2025-10-23 16:10:00,
1298,6,2025-10-23,データ入力実務訓練,復習が必要だと感じた。,,,2025-10-23 16:47:00,2025-10-23 17:00:00,
1299,7,2025-10-23,ビジネスマナー研修に参加,難しい部分もあったが、繰り返し練習して少しずつ理解できるようになった。,,,2025-10-23 16:20:00,2025-10-23 16:08:00,
1300,8,2025-10-23,データ入力実務訓練,達成感がある一日だった。,朝は少し調子が悪かったが、午後から回復した。,特になし,2025-10-23 16:49:00,2025-10-23 16:38:00,
1301,9,2025-10-23,プログラミング基礎（Python）を学習,集中して取り組むことができた。理解が深まった。,,,2025-10-23 16:09:00,2025-10-23 16:04:00,
1302,10,2025-10-23,プログラミング基礎（Python）を学習,今日学んだことを明日も継続したい。,若干の頭痛があったが、訓練には影響なし。,特になし,2025-10-23 16:18:00,2025-10-23 16:43:00,
1303,11,2025-10-23,企業研究と面接準備,復習が必要だと感じた。,体調は良好。,,2025-10-23 16:03:00,2025-10-23 16:22:00,
1304,12,2025-10-23,データ入力実務訓練,復習が必要だと感じた。,,特になし,2025-10-23 16:39:00,2025-10-23 16:53:00,
